#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1547   0.536198E+03   0.126546E+02   0.117107E-05   0.126546E+02   0.176645E+02   0.146746E-06   0.117107E-05   0.146746E-06   0.234553E-08
  1548   0.532782E+03   0.125359E+02   0.116087E-05   0.125359E+02   0.177983E+02   0.148014E-06   0.116087E-05   0.148014E-06   0.234231E-08
  1549   0.529381E+03   0.124064E+02   0.115068E-05   0.124064E+02   0.179306E+02   0.149260E-06   0.115068E-05   0.149260E-06   0.233909E-08
  1550   0.526011E+03   0.122655E+02   0.114052E-05   0.122655E+02   0.180621E+02   0.150483E-06   0.114052E-05   0.150483E-06   0.233588E-08
  1551   0.522648E+03   0.121130E+02   0.113038E-05   0.121130E+02   0.181929E+02   0.151685E-06   0.113038E-05   0.151685E-06   0.233267E-08
  1552   0.519322E+03   0.119505E+02   0.112026E-05   0.119505E+02   0.183222E+02   0.152864E-06   0.112026E-05   0.152864E-06   0.232947E-08
  1553   0.516012E+03   0.117779E+02   0.111017E-05   0.117779E+02   0.184514E+02   0.154021E-06   0.111017E-05   0.154021E-06   0.232627E-08
  1554   0.512732E+03   0.115939E+02   0.110010E-05   0.115939E+02   0.185799E+02   0.155156E-06   0.110010E-05   0.155156E-06   0.232308E-08
  1555   0.509467E+03   0.113998E+02   0.109006E-05   0.113998E+02   0.187061E+02   0.156269E-06   0.109006E-05   0.156269E-06   0.231990E-08
  1556   0.506240E+03   0.111950E+02   0.108004E-05   0.111950E+02   0.188309E+02   0.157359E-06   0.108004E-05   0.157359E-06   0.231672E-08
  1557   0.503035E+03   0.109803E+02   0.107005E-05   0.109803E+02   0.189548E+02   0.158428E-06   0.107005E-05   0.158428E-06   0.231355E-08
  1558   0.499861E+03   0.107562E+02   0.106008E-05   0.107562E+02   0.190780E+02   0.159475E-06   0.106008E-05   0.159475E-06   0.231038E-08
  1559   0.496724E+03   0.105214E+02   0.105014E-05   0.105214E+02   0.191982E+02   0.160500E-06   0.105014E-05   0.160500E-06   0.230722E-08
  1560   0.493610E+03   0.102767E+02   0.104023E-05   0.102767E+02   0.193183E+02   0.161503E-06   0.104023E-05   0.161503E-06   0.230406E-08
  1561   0.490504E+03   0.100227E+02   0.103035E-05   0.100227E+02   0.194362E+02   0.162484E-06   0.103035E-05   0.162484E-06   0.230091E-08
  1562   0.487429E+03   0.975873E+01   0.102049E-05   0.975873E+01   0.195534E+02   0.163444E-06   0.102049E-05   0.163444E-06   0.229776E-08
  1563   0.484391E+03   0.948627E+01   0.101067E-05   0.948627E+01   0.196682E+02   0.164382E-06   0.101067E-05   0.164382E-06   0.229462E-08
  1564   0.481391E+03   0.920460E+01   0.100087E-05   0.920460E+01   0.197823E+02   0.165298E-06   0.100087E-05   0.165298E-06   0.229149E-08
  1565   0.478428E+03   0.891370E+01   0.991103E-06   0.891370E+01   0.198934E+02   0.166193E-06   0.991103E-06   0.166193E-06   0.228836E-08
  1566   0.475489E+03   0.861508E+01   0.981367E-06   0.861508E+01   0.200037E+02   0.167066E-06   0.981367E-06   0.167066E-06   0.228524E-08
  1567   0.472572E+03   0.830651E+01   0.971661E-06   0.830651E+01   0.201102E+02   0.167918E-06   0.971661E-06   0.167918E-06   0.228212E-08
  1568   0.469694E+03   0.799007E+01   0.961986E-06   0.799007E+01   0.202175E+02   0.168749E-06   0.961986E-06   0.168749E-06   0.227900E-08
  1569   0.466860E+03   0.766532E+01   0.952344E-06   0.766532E+01   0.203217E+02   0.169558E-06   0.952344E-06   0.169558E-06   0.227590E-08
  1570   0.464057E+03   0.733265E+01   0.942734E-06   0.733265E+01   0.204252E+02   0.170346E-06   0.942734E-06   0.170346E-06   0.227280E-08
  1571   0.461292E+03   0.699264E+01   0.933156E-06   0.699264E+01   0.205279E+02   0.171112E-06   0.933156E-06   0.171112E-06   0.226970E-08
  1572   0.458550E+03   0.664411E+01   0.923613E-06   0.664411E+01   0.206260E+02   0.171858E-06   0.923613E-06   0.171858E-06   0.226661E-08
  1573   0.455846E+03   0.628827E+01   0.914103E-06   0.628827E+01   0.207234E+02   0.172582E-06   0.914103E-06   0.172582E-06   0.226352E-08
  1574   0.453195E+03   0.592503E+01   0.904627E-06   0.592503E+01   0.208178E+02   0.173285E-06   0.904627E-06   0.173285E-06   0.226044E-08
  1575   0.450566E+03   0.555470E+01   0.895186E-06   0.555470E+01   0.209114E+02   0.173967E-06   0.895186E-06   0.173967E-06   0.225737E-08
  1576   0.447976E+03   0.517736E+01   0.885781E-06   0.517736E+01   0.210005E+02   0.174629E-06   0.885781E-06   0.174629E-06   0.225430E-08
  1577   0.445424E+03   0.479323E+01   0.876411E-06   0.479323E+01   0.210887E+02   0.175269E-06   0.876411E-06   0.175269E-06   0.225123E-08
  1578   0.442910E+03   0.440263E+01   0.867078E-06   0.440263E+01   0.211747E+02   0.175888E-06   0.867078E-06   0.175888E-06   0.224818E-08
  1579   0.440441E+03   0.400562E+01   0.857782E-06   0.400562E+01   0.212577E+02   0.176487E-06   0.857782E-06   0.176487E-06   0.224512E-08
  1580   0.437996E+03   0.360244E+01   0.848523E-06   0.360244E+01   0.213399E+02   0.177065E-06   0.848523E-06   0.177065E-06   0.224207E-08
  1581   0.435588E+03   0.319331E+01   0.839302E-06   0.319331E+01   0.214191E+02   0.177622E-06   0.839302E-06   0.177622E-06   0.223903E-08
  1582   0.433234E+03   0.277839E+01   0.830119E-06   0.277839E+01   0.214960E+02   0.178159E-06   0.830119E-06   0.178159E-06   0.223599E-08
  1583   0.430903E+03   0.235791E+01   0.820976E-06   0.235791E+01   0.215691E+02   0.178675E-06   0.820976E-06   0.178675E-06   0.223296E-08
  1584   0.428624E+03   0.193193E+01   0.811871E-06   0.193193E+01   0.216414E+02   0.179170E-06   0.811871E-06   0.179170E-06   0.222993E-08
  1585   0.426370E+03   0.150085E+01   0.802807E-06   0.150085E+01   0.217114E+02   0.179645E-06   0.802807E-06   0.179645E-06   0.222691E-08
  1586   0.424168E+03   0.106484E+01   0.793783E-06   0.106484E+01   0.217776E+02   0.180100E-06   0.793783E-06   0.180100E-06   0.222390E-08
  1587   0.422004E+03   0.623869E+00   0.784800E-06   0.623869E+00   0.218423E+02   0.180534E-06   0.784800E-06   0.180534E-06   0.222088E-08
  1588   0.419886E+03   0.178313E+00   0.775858E-06   0.178313E+00   0.219040E+02   0.180948E-06   0.775858E-06   0.180948E-06   0.221788E-08
  1589   0.417799E+03  -0.271585E+00   0.766958E-06  -0.271585E+00   0.219634E+02   0.181341E-06   0.766958E-06   0.181341E-06   0.221488E-08
  1590   0.415750E+03  -0.725648E+00   0.758100E-06  -0.725648E+00   0.220197E+02   0.181714E-06   0.758100E-06   0.181714E-06   0.221188E-08
  1591   0.413755E+03  -0.118366E+01   0.749285E-06  -0.118366E+01   0.220737E+02   0.182068E-06   0.749285E-06   0.182068E-06   0.220889E-08
  1592   0.411790E+03  -0.164533E+01   0.740514E-06  -0.164533E+01   0.221255E+02   0.182401E-06   0.740514E-06   0.182401E-06   0.220591E-08
  1593   0.409871E+03  -0.211074E+01   0.731787E-06  -0.211074E+01   0.221742E+02   0.182714E-06   0.731787E-06   0.182714E-06   0.220293E-08
  1594   0.407983E+03  -0.257943E+01   0.723104E-06  -0.257943E+01   0.222206E+02   0.183007E-06   0.723104E-06   0.183007E-06   0.219995E-08
  1595   0.406148E+03  -0.305104E+01   0.714465E-06  -0.305104E+01   0.222647E+02   0.183280E-06   0.714465E-06   0.183280E-06   0.219698E-08
  1596   0.404359E+03  -0.352562E+01   0.705873E-06  -0.352562E+01   0.223050E+02   0.183533E-06   0.705873E-06   0.183533E-06   0.219402E-08
  1597   0.402601E+03  -0.400287E+01   0.697326E-06  -0.400287E+01   0.223431E+02   0.183766E-06   0.697326E-06   0.183766E-06   0.219106E-08
  1598   0.400888E+03  -0.448243E+01   0.688825E-06  -0.448243E+01   0.223780E+02   0.183980E-06   0.688825E-06   0.183980E-06   0.218810E-08
  1599   0.399215E+03  -0.496435E+01   0.680371E-06  -0.496435E+01   0.224107E+02   0.184173E-06   0.680371E-06   0.184173E-06   0.218515E-08
  1600   0.397587E+03  -0.544835E+01   0.671965E-06  -0.544835E+01   0.224411E+02   0.184347E-06   0.671965E-06   0.184347E-06   0.218221E-08
  1601   0.395997E+03  -0.593410E+01   0.663607E-06  -0.593410E+01   0.224684E+02   0.184502E-06   0.663607E-06   0.184502E-06   0.217927E-08
  1602   0.394439E+03  -0.642140E+01   0.655297E-06  -0.642140E+01   0.224919E+02   0.184637E-06   0.655297E-06   0.184637E-06   0.217634E-08
  1603   0.392942E+03  -0.691037E+01   0.647038E-06  -0.691037E+01   0.225131E+02   0.184752E-06   0.647038E-06   0.184752E-06   0.217341E-08
  1604   0.391475E+03  -0.740087E+01   0.638830E-06  -0.740087E+01   0.225313E+02   0.184848E-06   0.638830E-06   0.184848E-06   0.217048E-08
  1605   0.390055E+03  -0.789162E+01   0.630674E-06  -0.789162E+01   0.225472E+02   0.184925E-06   0.630674E-06   0.184925E-06   0.216757E-08
  1606   0.388672E+03  -0.838396E+01   0.622572E-06  -0.838396E+01   0.225600E+02   0.184983E-06   0.622572E-06   0.184983E-06   0.216465E-08
  1607   0.387329E+03  -0.887713E+01   0.614525E-06  -0.887713E+01   0.225705E+02   0.185022E-06   0.614525E-06   0.185022E-06   0.216174E-08
  1608   0.386023E+03  -0.936965E+01   0.606533E-06  -0.936965E+01   0.225787E+02   0.185041E-06   0.606533E-06   0.185041E-06   0.215884E-08
  1609   0.384772E+03  -0.986299E+01   0.598598E-06  -0.986299E+01   0.225824E+02   0.185042E-06   0.598598E-06   0.185042E-06   0.215594E-08
  1610   0.383558E+03  -0.103564E+02   0.590721E-06  -0.103564E+02   0.225838E+02   0.185024E-06   0.590721E-06   0.185024E-06   0.215305E-08
  1611   0.382376E+03  -0.108492E+02   0.582903E-06  -0.108492E+02   0.225828E+02   0.184988E-06   0.582903E-06   0.184988E-06   0.215016E-08
  1612   0.381247E+03  -0.113420E+02   0.575146E-06  -0.113420E+02   0.225781E+02   0.184932E-06   0.575146E-06   0.184932E-06   0.214727E-08
  1613   0.380141E+03  -0.118341E+02   0.567449E-06  -0.118341E+02   0.225711E+02   0.184858E-06   0.567449E-06   0.184858E-06   0.214439E-08
  1614   0.379089E+03  -0.123255E+02   0.559816E-06  -0.123255E+02   0.225617E+02   0.184766E-06   0.559816E-06   0.184766E-06   0.214152E-08
  1615   0.378075E+03  -0.128155E+02   0.552245E-06  -0.128155E+02   0.225494E+02   0.184656E-06   0.552245E-06   0.184656E-06   0.213865E-08
  1616   0.377092E+03  -0.133040E+02   0.544740E-06  -0.133040E+02   0.225339E+02   0.184527E-06   0.544740E-06   0.184527E-06   0.213579E-08
  1617   0.376155E+03  -0.137911E+02   0.537300E-06  -0.137911E+02   0.225162E+02   0.184380E-06   0.537300E-06   0.184380E-06   0.213293E-08
  1618   0.375256E+03  -0.142767E+02   0.529928E-06  -0.142767E+02   0.224954E+02   0.184215E-06   0.529928E-06   0.184215E-06   0.213007E-08
  1619   0.374381E+03  -0.147609E+02   0.522623E-06  -0.147609E+02   0.224716E+02   0.184033E-06   0.522623E-06   0.184033E-06   0.212722E-08
  1620   0.373566E+03  -0.152428E+02   0.515388E-06  -0.152428E+02   0.224455E+02   0.183832E-06   0.515388E-06   0.183832E-06   0.212438E-08
  1621   0.372783E+03  -0.157225E+02   0.508223E-06  -0.157225E+02   0.224156E+02   0.183613E-06   0.508223E-06   0.183613E-06   0.212154E-08
  1622   0.372038E+03  -0.162000E+02   0.501129E-06  -0.162000E+02   0.223841E+02   0.183377E-06   0.501129E-06   0.183377E-06   0.211871E-08
  1623   0.371324E+03  -0.166753E+02   0.494108E-06  -0.166753E+02   0.223496E+02   0.183124E-06   0.494108E-06   0.183124E-06   0.211588E-08
  1624   0.370655E+03  -0.171468E+02   0.487161E-06  -0.171468E+02   0.223128E+02   0.182853E-06   0.487161E-06   0.182853E-06   0.211305E-08
  1625   0.370025E+03  -0.176161E+02   0.480288E-06  -0.176161E+02   0.222722E+02   0.182564E-06   0.480288E-06   0.182564E-06   0.211023E-08
  1626   0.369426E+03  -0.180823E+02   0.473492E-06  -0.180823E+02   0.222301E+02   0.182258E-06   0.473492E-06   0.182258E-06   0.210742E-08
  1627   0.368858E+03  -0.185449E+02   0.466772E-06  -0.185449E+02   0.221841E+02   0.181936E-06   0.466772E-06   0.181936E-06   0.210461E-08
  1628   0.368328E+03  -0.190044E+02   0.460131E-06  -0.190044E+02   0.221366E+02   0.181596E-06   0.460131E-06   0.181596E-06   0.210180E-08
  1629   0.367837E+03  -0.194594E+02   0.453569E-06  -0.194594E+02   0.220861E+02   0.181238E-06   0.453569E-06   0.181238E-06   0.209900E-08
  1630   0.367384E+03  -0.199114E+02   0.447087E-06  -0.199114E+02   0.220333E+02   0.180865E-06   0.447087E-06   0.180865E-06   0.209620E-08
  1631   0.366946E+03  -0.203589E+02   0.440687E-06  -0.203589E+02   0.219774E+02   0.180474E-06   0.440687E-06   0.180474E-06   0.209341E-08
  1632   0.366563E+03  -0.208026E+02   0.434370E-06  -0.208026E+02   0.219184E+02   0.180066E-06   0.434370E-06   0.180066E-06   0.209063E-08
  1633   0.366209E+03  -0.212418E+02   0.428137E-06  -0.212418E+02   0.218580E+02   0.179642E-06   0.428137E-06   0.179642E-06   0.208784E-08
  1634   0.365902E+03  -0.216765E+02   0.421988E-06  -0.216765E+02   0.217944E+02   0.179202E-06   0.421988E-06   0.179202E-06   0.208507E-08
  1635   0.365611E+03  -0.221066E+02   0.415926E-06  -0.221066E+02   0.217294E+02   0.178745E-06   0.415926E-06   0.178745E-06   0.208230E-08
  1636   0.365358E+03  -0.225314E+02   0.409950E-06  -0.225314E+02   0.216598E+02   0.178271E-06   0.409950E-06   0.178271E-06   0.207953E-08
  1637   0.365136E+03  -0.229524E+02   0.404063E-06  -0.229524E+02   0.215893E+02   0.177782E-06   0.404063E-06   0.177782E-06   0.207677E-08
  1638   0.364937E+03  -0.233674E+02   0.398266E-06  -0.233674E+02   0.215166E+02   0.177276E-06   0.398266E-06   0.177276E-06   0.207401E-08
  1639   0.364784E+03  -0.237771E+02   0.392559E-06  -0.237771E+02   0.214409E+02   0.176754E-06   0.392559E-06   0.176754E-06   0.207125E-08
  1640   0.364655E+03  -0.241822E+02   0.386943E-06  -0.241822E+02   0.213628E+02   0.176216E-06   0.386943E-06   0.176216E-06   0.206851E-08
  1641   0.364549E+03  -0.245812E+02   0.381421E-06  -0.245812E+02   0.212825E+02   0.175663E-06   0.381421E-06   0.175663E-06   0.206576E-08
  1642   0.364481E+03  -0.249735E+02   0.375992E-06  -0.249735E+02   0.211998E+02   0.175093E-06   0.375992E-06   0.175093E-06   0.206302E-08
  1643   0.364436E+03  -0.253611E+02   0.370658E-06  -0.253611E+02   0.211164E+02   0.174508E-06   0.370658E-06   0.174508E-06   0.206029E-08
  1644   0.364415E+03  -0.257441E+02   0.365421E-06  -0.257441E+02   0.210284E+02   0.173907E-06   0.365421E-06   0.173907E-06   0.205756E-08
  1645   0.364425E+03  -0.261196E+02   0.360280E-06  -0.261196E+02   0.209388E+02   0.173291E-06   0.360280E-06   0.173291E-06   0.205483E-08
  1646   0.364458E+03  -0.264890E+02   0.355239E-06  -0.264890E+02   0.208477E+02   0.172659E-06   0.355239E-06   0.172659E-06   0.205211E-08
  1647   0.364530E+03  -0.268508E+02   0.350296E-06  -0.268508E+02   0.207544E+02   0.172013E-06   0.350296E-06   0.172013E-06   0.204940E-08
  1648   0.364624E+03  -0.272080E+02   0.345455E-06  -0.272080E+02   0.206587E+02   0.171350E-06   0.345455E-06   0.171350E-06   0.204669E-08
  1649   0.364743E+03  -0.275583E+02   0.340715E-06  -0.275583E+02   0.205614E+02   0.170673E-06   0.340715E-06   0.170673E-06   0.204398E-08
  1650   0.364884E+03  -0.279010E+02   0.336078E-06  -0.279010E+02   0.204612E+02   0.169981E-06   0.336078E-06   0.169981E-06   0.204128E-08
  1651   0.365049E+03  -0.282383E+02   0.331544E-06  -0.282383E+02   0.203601E+02   0.169274E-06   0.331544E-06   0.169274E-06   0.203858E-08
  1652   0.365245E+03  -0.285673E+02   0.327114E-06  -0.285673E+02   0.202552E+02   0.168552E-06   0.327114E-06   0.168552E-06   0.203589E-08
  1653   0.365456E+03  -0.288887E+02   0.322786E-06  -0.288887E+02   0.201496E+02   0.167815E-06   0.322786E-06   0.167815E-06   0.203320E-08
  1654   0.365691E+03  -0.292054E+02   0.318558E-06  -0.292054E+02   0.200431E+02   0.167064E-06   0.318558E-06   0.167064E-06   0.203051E-08
  1655   0.365957E+03  -0.295123E+02   0.314430E-06  -0.295123E+02   0.199343E+02   0.166299E-06   0.314430E-06   0.166299E-06   0.202783E-08
  1656   0.366238E+03  -0.298130E+02   0.310401E-06  -0.298130E+02   0.198233E+02   0.165519E-06   0.310401E-06   0.165519E-06   0.202516E-08
  1657   0.366528E+03  -0.301061E+02   0.306469E-06  -0.301061E+02   0.197107E+02   0.164726E-06   0.306469E-06   0.164726E-06   0.202249E-08
  1658   0.366856E+03  -0.303924E+02   0.302635E-06  -0.303924E+02   0.195958E+02   0.163919E-06   0.302635E-06   0.163919E-06   0.201982E-08
  1659   0.367199E+03  -0.306702E+02   0.298895E-06  -0.306702E+02   0.194794E+02   0.163098E-06   0.298895E-06   0.163098E-06   0.201716E-08
  1660   0.367551E+03  -0.309405E+02   0.295250E-06  -0.309405E+02   0.193621E+02   0.162263E-06   0.295250E-06   0.162263E-06   0.201451E-08
  1661   0.367934E+03  -0.312038E+02   0.291699E-06  -0.312038E+02   0.192426E+02   0.161415E-06   0.291699E-06   0.161415E-06   0.201185E-08
  1662   0.368325E+03  -0.314596E+02   0.288240E-06  -0.314596E+02   0.191223E+02   0.160554E-06   0.288240E-06   0.160554E-06   0.200921E-08
  1663   0.368738E+03  -0.317062E+02   0.284872E-06  -0.317062E+02   0.190005E+02   0.159680E-06   0.284872E-06   0.159680E-06   0.200656E-08
  1664   0.369161E+03  -0.319451E+02   0.281594E-06  -0.319451E+02   0.188764E+02   0.158794E-06   0.281594E-06   0.158794E-06   0.200393E-08
  1665   0.369606E+03  -0.321764E+02   0.278406E-06  -0.321764E+02   0.187515E+02   0.157894E-06   0.278406E-06   0.157894E-06   0.200129E-08
  1666   0.370067E+03  -0.324009E+02   0.275306E-06  -0.324009E+02   0.186250E+02   0.156982E-06   0.275306E-06   0.156982E-06   0.199866E-08
  1667   0.370535E+03  -0.326154E+02   0.272292E-06  -0.326154E+02   0.184978E+02   0.156057E-06   0.272292E-06   0.156057E-06   0.199604E-08
  1668   0.371027E+03  -0.328231E+02   0.269365E-06  -0.328231E+02   0.183690E+02   0.155121E-06   0.269365E-06   0.155121E-06   0.199342E-08
  1669   0.371528E+03  -0.330216E+02   0.266523E-06  -0.330216E+02   0.182395E+02   0.154172E-06   0.266523E-06   0.154172E-06   0.199080E-08
  1670   0.372036E+03  -0.332117E+02   0.263764E-06  -0.332117E+02   0.181084E+02   0.153211E-06   0.263764E-06   0.153211E-06   0.198819E-08
  1671   0.372567E+03  -0.333949E+02   0.261089E-06  -0.333949E+02   0.179758E+02   0.152238E-06   0.261089E-06   0.152238E-06   0.198558E-08
  1672   0.373106E+03  -0.335690E+02   0.258495E-06  -0.335690E+02   0.178425E+02   0.151254E-06   0.258495E-06   0.151254E-06   0.198298E-08
  1673   0.373646E+03  -0.337347E+02   0.255982E-06  -0.337347E+02   0.177076E+02   0.150259E-06   0.255982E-06   0.150259E-06   0.198038E-08
  1674   0.374209E+03  -0.338920E+02   0.253548E-06  -0.338920E+02   0.175734E+02   0.149252E-06   0.253548E-06   0.149252E-06   0.197778E-08
  1675   0.374764E+03  -0.340409E+02   0.251193E-06  -0.340409E+02   0.174369E+02   0.148234E-06   0.251193E-06   0.148234E-06   0.197519E-08
  1676   0.375343E+03  -0.341813E+02   0.248916E-06  -0.341813E+02   0.172989E+02   0.147205E-06   0.248916E-06   0.147205E-06   0.197261E-08
  1677   0.375930E+03  -0.343134E+02   0.246715E-06  -0.343134E+02   0.171617E+02   0.146165E-06   0.246715E-06   0.146165E-06   0.197003E-08
  1678   0.376509E+03  -0.344371E+02   0.244589E-06  -0.344371E+02   0.170221E+02   0.145115E-06   0.244589E-06   0.145115E-06   0.196745E-08
  1679   0.377104E+03  -0.345523E+02   0.242538E-06  -0.345523E+02   0.168833E+02   0.144054E-06   0.242538E-06   0.144054E-06   0.196488E-08
  1680   0.377707E+03  -0.346584E+02   0.240560E-06  -0.346584E+02   0.167430E+02   0.142982E-06   0.240560E-06   0.142982E-06   0.196231E-08
  1681   0.378318E+03  -0.347561E+02   0.238654E-06  -0.347561E+02   0.166011E+02   0.141901E-06   0.238654E-06   0.141901E-06   0.195975E-08
  1682   0.378922E+03  -0.348469E+02   0.236820E-06  -0.348469E+02   0.164600E+02   0.140809E-06   0.236820E-06   0.140809E-06   0.195719E-08
  1683   0.379541E+03  -0.349277E+02   0.235055E-06  -0.349277E+02   0.163189E+02   0.139708E-06   0.235055E-06   0.139708E-06   0.195463E-08
  1684   0.380161E+03  -0.350009E+02   0.233360E-06  -0.350009E+02   0.161762E+02   0.138597E-06   0.233360E-06   0.138597E-06   0.195208E-08
  1685   0.380788E+03  -0.350656E+02   0.231732E-06  -0.350656E+02   0.160335E+02   0.137476E-06   0.231732E-06   0.137476E-06   0.194953E-08
  1686   0.381415E+03  -0.351205E+02   0.230172E-06  -0.351205E+02   0.158908E+02   0.136346E-06   0.230172E-06   0.136346E-06   0.194699E-08
